AQSID,Parameter_name,Site_code,Site_name,Status,Agency_ID,Agency_name,EPA_region,Latitude,Longitude,Elevation,GMT_offset,Country_code,MSA_code,MSA_name,State_code,State_name,County_code,County_name,Extra_fields,Monitoring_Site_ID
80039SE02,PM2.5,SE02,Juarez,Active,SMA,Sistema Integral de Monitoreo Ambiental,MX,25.64611,-100.09556,118,-6,MX,NA,NA,80,MX,039,NUEVO LEON,|,80-039-SE02
480610006,PM2.5,0006,Brownsville C80,Active,TX1,Texas Commission on Environmental Quality,R6,25.8925,-97.4936,6.1,-6,US,15180,"Brownsville-Harlingen, TX",48,TX,061,CAMERON,|,48-061-0006
484790313,PM2.5,0313,Laredo C313,Active,TX1,Texas Commission on Environmental Quality,R6,27.5994,-99.5333,390.4,-6,US,29700,"Laredo, TX",48,TX,479,WEBB,|,48-479-0313
KM1010001,PM2.5,0001,Embassy Kathmandu,Active,KM1,U.S. Department of State Nepal - Kathmandu,DSNP,27.738703,85.336206,0,5.75,NP,NA,NA,na,N/A,N/A,N/A,|,na-N/A-0001
483550025,PM2.5,0025,Corpus Christi West C4,Active,TX1,Texas Commission on Environmental Quality,R6,27.765335,-97.434247,12.2,-6,US,18580,"Corpus Christi, TX",48,TX,355,NUECES,|,48-355-0025
120570112,PM2.5,0112,APOLLO BEACH,Active,FL4,Hillsborough County - Tampa ,R4,27.779712,-82.419835,0,-5,US,45300,"Tampa-St. Petersburg-Clearwater, FL",12,FL,057,HILLSBOROUGH,|,12-057-0112
211990003,PM2.5,0003,SOMERST,Active,KY1,Kentucky DEP,R4,37.097801,-84.611702,0,-5,US,43700,"Somerset, KY",21,KY,199,PULASKI,|,21-199-0003
060210003,PM2.5,0003,Willows-Colusa,Active,CA8,California Air Resources Board,R9,39.53387,-122.190834,13.7,-8,US,NA,NA,06,CA,021,GLENN,|,06-021-0003
100032004,PM2.5,2004,MLK,Active,DE1,Delaware Dept. of Natural Resources and Environment,R3,39.739444,-75.558056,0,-5,US,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",10,DE,003,NEW CASTLE,|,10-003-2004
391130038,PM2.5,0038,Sinclair,Active,OH1,Ohio EPA-DAPC,R5,39.758235,-84.197375,0,-5,US,19380,"Dayton, OH",39,OH,113,MONTGOMERY,|,39-113-0038
261630033,PM2.5,0033,DEARBORN,Active,MI1,"Michigan Department of Environment, Great Lakes, and Energy",R5,42.3075,-83.15,390.4,-5,US,19820,"Detroit-Warren-Livonia, MI",26,MI,163,WAYNE,|,26-163-0033
160590004,PM2.5,0004,Salmon PM2.5,Active,ID1,Idaho Department of Environmental Quality,R10,45.181907,-113.890285,1200.2,-7,US,NA,NA,16,ID,059,LEMHI,|,16-059-0004
CC0050126,PM2.5,0126,Sainte-Anne-de-Bellevue,Active,QC2,Canada-Quebec2,CA,45.426509,-73.928944,0,-5,CA,NA,NA,na,N/A,N/A,N/A,|,na-N/A-0126
300750001,PM2.5,0001,Broadus,Active,MT1,Montana DEQ,R8,45.440295,-105.37028,0,-7,US,NA,NA,30,MT,075,POWDER RIVER,|,30-075-0001
530650005,PM2.5,0005,Colville-E 1st St,Active,WA1,Washington Department of Ecology,R10,48.54469,-117.903222,488.3,-8,US,NA,NA,53,WA,065,STEVENS,|,53-065-0005
380130004,PM2.5,0004,Lostwood NWR,Active,ND1,North Dakota Department of Environmental Quality,R8,48.641899,-102.402199,696.3,-6,US,NA,NA,38,ND,013,BURKE,|,38-013-0004
80039NE01,PM2.5,NE01,San Nicolas,Active,SMA,Sistema Integral de Monitoreo Ambiental,MX,25.745,-100.25472,152.5,-6,MX,NA,NA,80,MX,039,NUEVO LEON,|,80-039-NE01
840120115005,PM2.5,5005,Coconut Creek,Active,FL2,Broward County Natural Resources Division,R4,26.29405,-80.17634,0,-5,US,33100,"Miami-Fort Lauderdale-Miami Beach, FL",12,FL,011,BROWARD,|,12-011-5005
482730314,PM2.5,0314,Corpus Christi - National Seashore C314,Active,TX1,Texas Commission on Environmental Quality,R6,27.4269,-97.2986,390.4,-6,US,28780,"Kingsville, TX",48,TX,273,KLEBERG,|,48-273-0314
TT0328801,PM2.5,8801,Catawba Indian Nation,Active,CAT,Catawba Indian Nation,R4,34.91263,-80.874283,0,-5,US,16740,"Charlotte-Gastonia-Concord, NC-SC",45,SC,091,YORK,|,45-091-8801
100031003,PM2.5,1003,RIVER ROAD PARK; BELLEFONTE,Active,DE1,Delaware Dept. of Natural Resources and Environment,R3,39.7611,-75.4919,0,-5,US,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",10,DE,003,NEW CASTLE,|,10-003-1003
000031101,PM2.5,1101,KENTVILLE,Active,NS1,Canada-Nova Scotia1,CA,45.067284,-64.477425,0,-4,CA,NA,NA,00,CC,003,NOVA SCOTIA,|,00-003-1101
410630001,PM2.5,0001,Enterprise - US Forest Service,Active,OR1,Oregon Dept. of Environmental Quality,R10,45.426351,-117.296066,1163.6,-8,US,NA,NA,41,OR,063,WALLOWA,|,41-063-0001
CC0050136,PM2.5,0136,St-Dominique,Active,QC2,Canada-Quebec2,CA,45.512189,-73.566872,0,-5,CA,NA,NA,na,N/A,N/A,N/A,|,na-N/A-0136
840410510035,PM2.5,0035,Portland SE 12th and Salmon,Active,OR1,Oregon Dept. of Environmental Quality,R10,45.51421,-122.653294,14.9,-8,US,38900,"Portland-Vancouver-Beaverton, OR-WA",41,OR,051,MULTNOMAH,|,41-051-0035
000106701,PM2.5,6701,Crofton Substation,Active,BC1,British Columbia Ministry of Environment,CA,48.874529,-123.653929,40,-8,CA,NA,NA,00,CC,010,BRITISH COLUMBIA,|,00-010-6701
000100134,PM2.5,0134,Vancouver Airport,Active,BC2,Metro Vancouver,CA,49.18639,-123.15222,0.9,-8,CA,NA,NA,00,CC,010,BRITISH COLUMBIA,|,00-010-0134
120830003,PM2.5,0003,YMCA - Marion County,Active,FL1,Florida Dept. of Environmental Protection,R4,29.170799,-82.1008,0,-5,US,36100,"Ocala, FL",12,FL,083,MARION,|,12-083-0003
482151046,PM2.5,1046,Edinburg C1046,Active,TX1,Texas Commission on Environmental Quality,R6,26.288622,-98.152066,9.8,-6,US,32580,"McAllen-Edinburg-Mission, TX",48,TX,215,HIDALGO,|,48-215-1046
121030018,PM2.5,0018,Azalea,Active,FL1,Florida Dept. of Environmental Protection,R4,27.7858,-82.74,0,-5,US,45300,"Tampa-St. Petersburg-Clearwater, FL",12,FL,103,PINELLAS,|,12-103-0018
840133030001,PM2.5,0001,Sandersville,Active,GA1,Georgia Department of Natural Resources,R4,32.9672,-82.807,0,-5,US,NA,NA,13,GA,303,WASHINGTON,|,13-303-0001
060250007,PM2.5,0007,Brawley - 220 Main Street,Active,CA0,Imperial County Air Pollution Control District,R9,32.978298,-115.5383,0,-8,US,20940,"El Centro, CA",06,CA,025,IMPERIAL,|,06-025-0007
840060731017,PM2.5,1017,San Diego - Rancho Carmel Drive,Active,CA4,San Diego APCD,R9,32.985442,-117.08218,219,-8,US,41740,"San Diego-Carlsbad-San Marcos, CA",06,CA,073,SAN DIEGO,|,06-073-1017
240230002,PM2.5,0002,Piney Run,Active,MD1,Maryland Department of the Environment,R3,39.705799,-79.011902,764.6,-5,US,NA,NA,24,MD,023,GARRETT,|,24-023-0002
840410150002,PM2.5,0002,Brookings CPFA,Active,OR1,Oregon Dept. of Environmental Quality,R10,42.054597,-124.276768,0,-8,US,NA,NA,41,OR,015,CURRY,|,41-015-0002
250130008,PM2.5,0008,CHICOPEE,Active,MA1,Massachusetts Dept. of Environmental Protection,R1,42.194401,-72.555603,0,-5,US,44140,"Springfield, MA",25,MA,013,HAMPDEN,|,25-013-0008
560150004,PM2.5,0004,Fort Laramie National Historic Site,Active,NPS,National Park Service,USEPA,42.209167,-104.548611,0,-7,US,NA,NA,56,WY,015,GOSHEN,|,56-015-0004
250250002,PM2.5,0002,BOSTON-KENMORE,Active,MA1,Massachusetts Dept. of Environmental Protection,R1,42.3489,-71.097702,0,-5,US,14460,"Boston-Cambridge-Quincy, MA-NH",25,MA,025,SUFFOLK,|,25-025-0002
000063301,PM2.5,3301,Dorset,Active,ON1,Ontario Ministry of the Environment,CA,45.224278,-78.932944,0,-5,CA,NA,NA,00,CC,006,ONTARIO,|,00-006-3301
CC0040209,PM2.5,0209,CASTLE ST. SAINT JO,Active,NB1,Canada-New Brunswick1,CA,45.280278,-66.056111,29.9,-4,CA,NA,NA,00,CC,004,NEW BRUNSWICK,|,00-004-0209
410670005,PM2.5,0005,Portland Near Road,Active,OR1,Oregon Dept. of Environmental Quality,R10,45.39916,-122.7455,0,-8,US,38900,"Portland-Vancouver-Beaverton, OR-WA",41,OR,067,WASHINGTON,|,41-067-0005
840410510031,PM2.5,0031,Gresham Centennial HS,Active,OR1,Oregon Dept. of Environmental Quality,R10,45.4962,-122.4834,80.8,-8,US,NA,NA,41,OR,051,MULTNOMAH,|,41-051-0031
000100304,PM2.5,0304,Victoria Topaz,Active,BC1,British Columbia Ministry of Environment,CA,48.441942,-123.363165,31.1,-8,CA,NA,NA,00,CC,010,BRITISH COLUMBIA,|,00-010-0304
000100128,PM2.5,0128,Richmond South,Active,BC2,Metro Vancouver,CA,49.14139,-123.10833,0,-8,CA,NA,NA,00,CC,010,BRITISH COLUMBIA,|,00-010-0128
000100110,PM2.5,0110,Kensington Park,Active,BC2,Metro Vancouver,CA,49.2794,-122.9711,133,-8,CA,NA,NA,00,CC,010,BRITISH COLUMBIA,|,00-010-0110
80039SO01,PM2.5,SO01,Santa Catarina,Active,SMA,Sistema Integral de Monitoreo Ambiental,MX,25.675,-100.45833,219,-6,MX,NA,NA,80,MX,039,NUEVO LEON,|,80-039-SO01
120860034,PM2.5,0034,Kendal,Active,FL1,Florida Dept. of Environmental Protection,R4,25.686944,-80.686944,2.7,-5,US,33100,"Miami-Fort Lauderdale-Miami Beach, FL",12,FL,086,MIAMI - DADE,|,12-086-0034
840120990022,PM2.5,0022,Lamstein Lane,Active,FL1,Florida Dept. of Environmental Protection,R4,26.687606,-80.219619,0,-5,US,NA,NA,12,FL,099,PALM BEACH,|,12-099-0022
840450190020,PM2.5,0020,North Charleston F.S.,Active,SC1,South Carolina DES,R4,32.84,-79.96,0,-5,US,NA,NA,45,SC,019,CHARLESTON,|,45-019-0020
040213015,PM2.5,3015,Hidden Valley,Active,AZ4,Pinal County Air Quality Control District,R9,32.884761,-112.03705,0,-7,US,NA,NA,04,AZ,021,PINAL,|,04-021-3015
ALG010001,PM2.5,0001,Algiers,Active,ALG,U.S. Department of State Algeria - Algiers,DSAG,36.755798,3.039114,0,1,AG,NA,NA,na,N/A,N/A,N/A,|,na-N/A-0001
080677003,PM2.5,7003,Ute 3,Active,UTS,Southern Ute Tribe,R8,37.10258,-107.870219,585.6,-7,US,20420,"Durango, CO",08,CO,067,LA PLATA,|,08-067-7003
060072001,PM2.5,2001,Paradise - Birch Street,Active,BUT,Butte County Air Quality Management District,R9,39.7539,-121.6244,0,-8,US,17020,"Chico, CA",06,CA,007,BUTTE,|,06-007-2001
171110001,PM2.5,0001,CARY,Active,IL1,Illinois EPA,R5,42.2211,-88.2411,0,-6,US,16980,"Chicago-Naperville-Joliet, IL-IN-WI",17,IL,111,MC HENRY,|,17-111-0001
410290201,PM2.5,0201,Talent - Rapp Lane,Active,OR1,Oregon Dept. of Environmental Quality,R10,42.229891,-122.7877,594.4,-8,US,32780,"Medford, OR",41,OR,029,JACKSON,|,41-029-0201
840410290029,PM2.5,0029,Medford Jackson Park,Active,OR1,Oregon Dept. of Environmental Quality,R10,42.332037,-122.890678,417.2,-8,US,32780,"Medford, OR",41,OR,029,JACKSON,|,41-029-0029
410050102,PM2.5,0102,Multorpor,Active,OR1,Oregon Dept. of Environmental Quality,R10,45.28845,-121.782775,1547.9,-8,US,NA,NA,41,OR,005,CLACKAMAS,|,41-005-0102
410610123,PM2.5,0123,La Grande Hall & N Sts,Active,OR1,Oregon Dept. of Environmental Quality,R10,45.3235,-118.0778,844.5,-8,US,29260,"La Grande, OR",41,OR,061,UNION,|,41-061-0123
124000050405,PM2.5,0405,Sherbrooke - Parc Sylvie-Daigle,Active,QC1,Canada-Quebec1,CA,45.41436,-71.88269,64.4,-5,CA,NA,NA,00,CC,005,QUEBEC,|,00-005-0405
124000055801,PM2.5,5801,Granby - Parc Poitevin,Active,QC1,Canada-Quebec1,CA,45.41864,-72.73067,0,-5,CA,NA,NA,00,CC,005,QUEBEC,|,00-005-5801
000050204,PM2.5,0204,Gatineau - Hull,Active,QC1,Canada-Quebec1,CA,45.4369,-75.7261,0,-5,CA,NA,NA,00,CC,005,QUEBEC,|,00-005-0204
124000050902,PM2.5,0902,Saguenay - Parc Powell,Active,QC1,Canada-Quebec1,CA,48.43417,-71.185,0,-5,CA,NA,NA,00,CC,005,QUEBEC,|,00-005-0902
000104801,PM2.5,4801,Duncan Deykin Avenue,Active,BC1,British Columbia Ministry of Environment,CA,48.80255,-123.646402,20.1,-8,CA,NA,NA,00,CC,010,BRITISH COLUMBIA,|,00-010-4801
000101003,PM2.5,1003,Abbotsford,Active,BC2,Metro Vancouver,CA,49.04278,-122.30972,79.9,-8,CA,NA,NA,00,CC,010,BRITISH COLUMBIA,|,00-010-1003
840480131090,PM2.5,1090,Von Ormy Highway 16,Active,TX1,Texas Commission on Environmental Quality,R6,29.162942,-98.589126,207.1,-6,US,41700,"San Antonio, TX",48,TX,013,ATASCOSA,|,48-013-1090
480290059,PM2.5,0059,Calaveras Lake C59,Active,TX1,Texas Commission on Environmental Quality,R6,29.275299,-98.311699,140.3,-6,US,41700,"San Antonio, TX",48,TX,029,BEXAR,|,48-029-0059
482011050,PM2.5,1050,Seabrook Friendship Park C45,Active,TX1,Texas Commission on Environmental Quality,R6,29.5831,-95.0156,3.1,-6,US,26420,"Houston-Sugar Land-Baytown, TX",48,TX,201,HARRIS,|,48-201-1050
051390006,PM2.5,0006,El Dorado,Active,AR1,Arkansas Department of Environmental Quality,R6,33.220403,-92.672089,0,-6,US,20980,"El Dorado, AR",05,AR,139,UNION,|,05-139-0006
040134021,PM2.5,4021,Eastwood,Active,AZ2,Maricopa County Air Quality Department,R9,33.41046,-112.002642,0,-7,US,38060,"Phoenix-Mesa-Scottsdale, AZ",04,AZ,013,MARICOPA,|,04-013-4021
350010023,PM2.5,0023,Del Norte,Active,NM2,Albuquerque Environmental Health Department,R6,35.1353,-106.584702,1590,-7,US,10740,"Albuquerque, NM",35,NM,001,BERNALILLO,|,35-001-0023
480290032,PM2.5,0032,San Antonio Northwest C23,Active,TX1,Texas Commission on Environmental Quality,R6,29.514999,-98.620003,268.4,-6,US,41700,"San Antonio, TX",48,TX,029,BEXAR,|,48-029-0032
010732003,PM2.5,2003,WYLAM,Active,AL2,Jefferson County Department of Health,R4,33.4997,-86.9242,0,-6,US,13820,"Birmingham-Hoover, AL",01,AL,073,JEFFERSON,|,01-073-2003
840060199999,PM2.5,9999,Pinehurst,Active,FS1,Forest Service,USEPA,36.6972,-119.0189,0,-8,US,NA,NA,06,CA,019,FRESNO,|,06-019-9999
060111002,PM2.5,1002,Colusa - Sunrise Blvd.,Active,CA8,California Air Resources Board,R9,39.18919,-121.99887,0,-8,US,NA,NA,06,CA,011,COLUSA,|,06-011-1002
240251001,PM2.5,1001,Edgewood,Active,MD1,Maryland Department of the Environment,R3,39.41,-76.2967,8.5,-5,US,12580,"Baltimore-Towson, MD",24,MD,025,HARFORD,|,24-025-1001
240051007,PM2.5,1007,Padonia,Active,MD1,Maryland Department of the Environment,R3,39.462002,-76.631599,119.6,-5,US,12580,"Baltimore-Towson, MD",24,MD,005,BALTIMORE,|,24-005-1007
191630015,PM2.5,0015,"Davenport, 10th & Vine",Active,IA1,Iowa DNR,R7,41.529999,-90.587502,0,-6,US,19340,"Davenport-Moline-Rock Island, IA-IL",19,IA,163,SCOTT,|,19-163-0015
586PK2010001,PM2.5,0001,Karachi,Active,PK2,U.S. Department of State Pakistan - Karachi,DSPK,24.8415,67.0091,0,5,PK,NA,NA,na,N/A,N/A,N/A,|,na-N/A-0001
060730001,PM2.5,0001,Chula Vista,Active,CA4,San Diego APCD,R9,32.631229,-117.059074,54.9,-8,US,41740,"San Diego-Carlsbad-San Marcos, CA",06,CA,073,SAN DIEGO,|,06-073-0001
350250008,PM2.5,0008,Hobbs Jefferson,Active,NM1,New Mexico Air Quality Bureau,R6,32.7267,-103.1233,1110.8,-7,US,26020,"Hobbs, NM",35,NM,025,LEA,|,35-025-0008
060251003,PM2.5,1003,El Centro - 9th Street,Active,CA0,Imperial County Air Pollution Control District,R9,32.7917,-115.5617,0,-8,US,20940,"El Centro, CA",06,CA,025,IMPERIAL,|,06-025-1003
011030011,PM2.5,0011,DECATUR,Active,AL1,Alabama Department of Environmental Management,R4,34.5286,-86.9706,0,-6,US,19460,"Decatur, AL",01,AL,103,MORGAN,|,01-103-0011
450250001,PM2.5,0001,Chesterfield,Active,SC1,South Carolina DES,R4,34.615299,-80.198898,147,-5,US,NA,NA,45,SC,025,CHESTERFIELD,|,45-025-0001
370630099,PM2.5,0099,Burdens Creek,Active,OAQ,EPA Office of Air Quality Planning and Standards,USEPA,35.889402,-78.8747,91.5,-5,US,20500,"Durham, NC",37,NC,063,DURHAM,|,37-063-0099
320030299,PM2.5,0299,Liberty High School,Active,NV1,Clark County Department of Environment and Sustainability ,R9,35.987908,-115.14885,0,-8,US,29820,"Las Vegas-Paradise, NV",32,NV,003,CLARK,|,32-003-0299
061072010,PM2.5,2010,Porterville-NFS,Active,CA6,San Joaquin Valley Unified APCD,R9,36.0319,-119.055,0,-8,US,NA,NA,06,CA,107,TULARE,|,06-107-2010
840080010010,PM2.5,0010,Adams-Birch,Active,CO1,Colorado Department of Public Health and Environment,R8,39.8281,-104.93645,1568.9,-7,US,NA,NA,08,CO,001,ADAMS,|,08-001-0010
171150013,PM2.5,0013,DECATUR,Active,IL1,Illinois EPA,R5,39.8669,-88.9256,0,-6,US,19500,"Decatur, IL",17,IL,115,MACON,|,17-115-0013
840340071007,PM2.5,1007,Pennsauken PM,Active,NJ1,New Jersey Dept. of Environmental Protection,R2,39.989036,-75.050008,27.1,-5,US,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,NJ,007,CAMDEN,|,34-007-1007
390490034,PM2.5,0034,Fairgrounds,Active,OH1,Ohio EPA-DAPC,R5,40.002734,-82.994404,0,-5,US,18140,"Columbus, OH",39,OH,049,FRANKLIN,|,39-049-0034
490472003,PM2.5,2003,Ouray,Active,UTE,Ute Tribe,R8,40.054848,-109.68737,0,-7,US,NA,NA,49,UT,047,UINTAH,|,49-047-2003
191390019,PM2.5,0019,"Muscatine, High School East Campus",Active,IA1,Iowa DNR,R7,41.4014,-91.0684,0,-6,US,NA,NA,19,IA,139,MUSCATINE,|,19-139-0019
180890036,PM2.5,0036,Hammond-167th St,Active,IN4,Indiana Dept. of Environmental Management,R5,41.594427,-87.495044,0,-6,US,16980,"Chicago-Naperville-Joliet, IL-IN-WI",18,IN,089,LAKE,|,18-089-0036
000107100,PM2.5,7100,Courtenay Elementary School,Active,BC1,British Columbia Ministry of Environment,CA,49.682603,-124.996222,0,-8,CA,NA,NA,00,CC,010,BRITISH COLUMBIA,|,00-010-7100
000104003,PM2.5,4003,Vernon Science Centre,Active,BC1,British Columbia Ministry of Environment,CA,50.260617,-119.270723,500.2,-8,CA,NA,NA,00,CC,010,BRITISH COLUMBIA,|,00-010-4003
060250005,PM2.5,0005,Calexico - Ethel Street,Active,CA8,California Air Resources Board,R9,32.67618,-115.48307,0,-8,US,20940,"El Centro, CA",06,CA,025,IMPERIAL,|,06-025-0005
484391006,PM2.5,1006,Haws Athletic Center C310,Active,TX1,Texas Commission on Environmental Quality,R6,32.7592,-97.3414,0,-6,US,19100,"Dallas-Fort Worth-Arlington, TX",48,TX,439,TARRANT,|,48-439-1006
484391002,PM2.5,1002,Ft. Worth Northwest C13,Active,TX1,Texas Commission on Environmental Quality,R6,32.805818,-97.356567,201.3,-6,US,19100,"Dallas-Fort Worth-Arlington, TX",48,TX,439,TARRANT,|,48-439-1002
320030044,PM2.5,0044,Mountains Edge,Active,NV1,Clark County Department of Environment and Sustainability ,R9,36.0075,-115.263056,0,-8,US,29820,"Las Vegas-Paradise, NV",32,NV,003,CLARK,|,32-003-0044
840061079999,PM2.5,9999,Kennedy Meadows,Active,FS1,Forest Service,USEPA,36.0214,-118.137,0,-8,US,NA,NA,06,CA,107,TULARE,|,06-107-9999
420450002,PM2.5,0002,Chester,Active,PA1,Pennsylvania Dept. of Environmental Protection,R3,39.8356,-75.3725,0,-5,US,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",42,PA,045,DELAWARE,|,42-045-0002
090050005,PM2.5,0005,Cornwall,Active,CT1,Connecticut Dept. of Energy and Environmental Protection,R1,41.833099,-73.303299,505.1,-5,US,45860,"Torrington, CT",09,CT,005,LITCHFIELD,|,09-005-0005
390350065,PM2.5,0065,Harvard Yards,Active,OH1,Ohio EPA-DAPC,R5,41.446682,-81.662419,0,-5,US,NA,NA,39,OH,035,CUYAHOGA,|,39-035-0065
840421310010,PM2.5,0010,Tunkhannock,Active,PA1,Pennsylvania Dept. of Environmental Protection,R3,41.605244,-75.95774,0,-5,US,NA,NA,42,PA,131,WYOMING,|,42-131-0010
191032001,PM2.5,2001,"Iowa City, Hoover School",Active,IA1,Iowa DNR,R7,41.658195,-91.503471,0,-6,US,26980,"Iowa City, IA",19,IA,103,JOHNSON,|,19-103-2001
410170120,PM2.5,0120,Bend - Pump Station,Active,OR1,Oregon Dept. of Environmental Quality,R10,44.063916,-121.312554,1105.6,-8,US,13460,"Bend, OR",41,OR,017,DESCHUTES,|,41-017-0120
410390059,PM2.5,0059,Eugene - Highway 99,Active,OR2,Lane Regional Air Protection Agency,R10,44.067223,-123.14135,129,-8,US,21660,"Eugene-Springfield, OR",41,OR,039,LANE,|,41-039-0059
840560051002,PM2.5,1002,Gillette SLAMS,Active,WY1,Wyoming Department of Environmental Quality,R8,44.288005,-105.517022,1422.8,-7,US,23940,"Gillette, WY",56,WY,005,CAMPBELL,|,56-005-1002
CC0090502,PM2.5,0502,Lethbridge,Active,AB1,Alberta Environmental Monitoring and Reporting Agency (AEMERA),CA,49.7164,-112.8006,0,-7,CA,NA,NA,00,CC,009,ALBERTA,|,00-009-0502
060833001,PM2.5,3001,Santa Ynez,Active,CA9,Santa Barbara County Air Pollution Control District,R9,34.605819,-120.07506,204.7,-8,US,42060,"Santa Barbara-Santa Maria, CA",06,CA,083,SANTA BARBARA,|,06-083-3001
320030602,PM2.5,0602,Garrett Jr. High,Active,NV1,Clark County Department of Environment and Sustainability ,R9,35.969848,-114.835007,713.4,-8,US,29820,"Las Vegas-Paradise, NV",32,NV,003,CLARK,|,32-003-0602
470450004,PM2.5,0004,DYERSBURG,Active,TN1,Tennessee Air Pollution Control Div.,R4,36.0528,-89.3819,0,-6,US,20540,"Dyersburg, TN",47,TN,045,DYER,|,47-045-0004
391351001,PM2.5,1001,Preble NCore,Active,OH1,Ohio EPA-DAPC,R5,39.83562,-84.72049,0,-5,US,19380,"Dayton, OH",39,OH,135,PREBLE,|,39-135-1001
390130006,PM2.5,0006,Shadyside,Active,OH1,Ohio EPA-DAPC,R5,39.9679,-80.7464,194.9,-5,US,NA,NA,39,OH,013,BELMONT,|,39-013-0006
421010004,PM2.5,0004,LABP,Active,PA2,Philadelphia Air Management Services,R3,40.00892,-75.09777,22.6,-5,US,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",42,PA,101,PHILADELPHIA,|,42-101-0004
180950011,PM2.5,0011,Anderson-Eastside Elem. Sch,Active,IN4,Indiana Dept. of Environmental Management,R5,40.12569,-85.652127,241.9,-5,US,11300,"Anderson, IN",18,IN,095,MADISON,|,18-095-0011
410230002,PM2.5,0002,John Day Dayton St,Active,OR1,Oregon Dept. of Environmental Quality,R10,44.417999,-118.951302,0,-8,US,NA,NA,41,OR,023,GRANT,|,41-023-0002
560330002,PM2.5,0002,Sheridan PD,Active,WY1,Wyoming Department of Environmental Quality,R8,44.815142,-106.955933,1192.6,-7,US,43260,"Sheridan, WY",56,WY,033,SHERIDAN,|,56-033-0002
160850002,PM2.5,0002,McCall,Active,ID1,Idaho Department of Environmental Quality,R10,44.890197,-116.1065,0,-7,US,NA,NA,16,ID,085,VALLEY,|,16-085-0002
270530962,PM2.5,0962,Minneapolis - Near Road,Active,MN1,Minnesota Pollution Control Agency,R5,44.9653,-93.2551,0,-6,US,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,MN,053,HENNEPIN,|,27-053-0962
840410470022,PM2.5,0022,Salem Chemeketa Community College,Active,OR1,Oregon Dept. of Environmental Quality,R10,44.976568,-122.976308,54.9,-8,US,41420,"Salem, OR",41,OR,047,MARION,|,41-047-0022
CC0090229,PM2.5,0229,CALGARY SOUTHEAST,Active,AB1,Alberta Environmental Monitoring and Reporting Agency (AEMERA),CA,50.955122,-113.969742,0,-7,CA,NA,NA,00,CC,009,ALBERTA,|,00-009-0229
CC0090302,PM2.5,0302,RED DEER RIVERSIDE DRIVE,Active,AB1,Alberta Environmental Monitoring and Reporting Agency (AEMERA),CA,52.2989,-113.7942,0,-7,CA,NA,NA,00,CC,009,ALBERTA,|,00-009-0302
80011G009,PM2.5,G009,Estaci¢n Hospital General,Active,IEG,Secretar°a de Medio Ambiente y Ordenamiento Territorial,MX,20.9479,-101.4258,543.8,-6,MX,NA,NA,80,MX,011,GUANAJUATO,|,80-011-G009
060832011,PM2.5,2011,Goleta,Active,CA9,Santa Barbara County Air Pollution Control District,R9,34.445301,-119.827797,0,-8,US,42060,"Santa Barbara-Santa Maria, CA",06,CA,083,SANTA BARBARA,|,06-083-2011
440071010,PM2.5,1010,E Providence,Active,RI1,Rhode Island Dept. of Environmental Management,R1,41.840302,-71.361702,0,-5,US,39300,"Providence-New Bedford-Fall River, RI-MA",44,RI,007,PROVIDENCE,|,44-007-1010
410470123,PM2.5,0123,Detroit Lake,Active,OR1,Oregon Dept. of Environmental Quality,R10,44.728314,-122.182756,0,-8,US,NA,NA,41,OR,047,MARION,|,41-047-0123
840410530004,PM2.5,0004,Dallas LaCreole Middle School,Active,OR1,Oregon Dept. of Environmental Quality,R10,44.92261,-123.301956,94.9,-8,US,NA,NA,41,OR,053,POLK,|,41-053-0004
271230871,PM2.5,0871,St. Paul-Harding H.S.,Active,MN1,Minnesota Pollution Control Agency,R5,44.9594,-93.0356,0,-6,US,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27,MN,123,RAMSEY,|,27-123-0871
CC0090228,PM2.5,0228,Calgary Central2,Active,AB1,Alberta Environmental Monitoring and Reporting Agency (AEMERA),CA,51.047611,-114.075165,0,-7,CA,NA,NA,00,CC,009,ALBERTA,|,00-009-0228
KAZ010001,PM2.5,0001,Astana,Active,KAZ,U.S. Department of State Kazakhstan - Astana,DSKZ,51.125287,71.467217,0,6,KZ,NA,NA,na,N/A,N/A,N/A,|,na-N/A-0001
CC0092801,PM2.5,2801,Drayton Valley,Active,AB1,Alberta Environmental Monitoring and Reporting Agency (AEMERA),CA,53.22,-114.9833,0,-7,CA,NA,NA,00,CC,009,ALBERTA,|,00-009-2801
CC0091301,PM2.5,1301,Tomahawk,Active,AB1,Alberta Environmental Monitoring and Reporting Agency (AEMERA),CA,53.37,-115.1906,0,-7,CA,NA,NA,00,CC,009,ALBERTA,|,00-009-1301
840MMHI11017,PM2.5,1017,Aa St,Active,HI1,Hawaii State Dept. of Health,R9,20.89992,-156.68121,0,-10,US,NA,NA,MM,MM,HI1,HI1,|,MM-HI1-1017
